propertyName,pricing,tenure,propertyType,propertySQFT,furnishStatus,numBedroom,numBathroom
"Vivo Residential @ 9 Seputeh, Old Klang Road",862260,Freehold,Serviced Residence,1238,Semi Furnished,3 ,2 
"Vogue Suites One @ KL Eco City, Mid Valley City",1300000,Freehold,Condominium,969,Fully Furnished,2 ,2 
"Vogue Suites One @ KL Eco City, Mid Valley City",1150000,Freehold,Condominium,915,Semi Furnished,2 ,2 
"Vogue Suites One @ KL Eco City, Mid Valley City",1350000,Freehold,Condominium,1119,Semi Furnished,2 ,2 
"Vogue Suites One @ KL Eco City, Mid Valley City",950000,Freehold,Condominium,732,Fully Furnished,1 + 1,1 
"Vogue Suites One @ KL Eco City, Mid Valley City",979800,Freehold,Condominium,710,Fully Furnished,1 ,1 
"Vogue Suites One @ KL Eco City, Mid Valley City",2305800,Freehold,Condominium,1647,Semi Furnished,2 + 1,2 
"Vogue Suites One @ KL Eco City, Mid Valley City",950000,Freehold,Condominium,797,Fully Furnished,1 + 1,1 
"Vogue Suites One @ KL Eco City, Mid Valley City",1100000,Freehold,Condominium,797,Fully Furnished,1 + 1,1 
"The Signature, Sri Hartamas",550000,Freehold,Serviced Residence,435,Fully Furnished,1 ,1 
"Strata Office Suites @ KL Eco City, Mid Valley City",1896700,Freehold,Office,1459,Semi Furnished,N / A,N / A
"Segar Apartments, Cheras",280000,Freehold,Apartment,775,Unfurnished,3 ,1 
"Teratai Apartment, Bandar Mahkota Cheras",260000,Freehold,Apartment,850,Unfurnished,3 ,2 
"Senada Residences @ KLGCC Resort, Damansara Heights",925480,Freehold,Serviced Residence,732,Unfurnished,1 ,1 
"Senada Residences @ KLGCC Resort, Damansara Heights",927180,Freehold,Serviced Residence,710,Unfurnished,1 ,1 
"Soho Suites, KLCC",1500000,Freehold,So Ho/Studio,980,Fully Furnished,1 ,1 
"Duta Nusantara, Dutamas",7500000,Freehold,Semi Detached,5500,Semi Furnished,5 ,6 
"Sri Putramas II, Dutamas",620000,Freehold,Condominium,1400,Fully Furnished,4 ,2 
"Fraser Place, KLCC",948888,Freehold,Condominium,655,Fully Furnished,1 ,1 
"Seri Maya, Setiawangsa",650000,Freehold,Condominium,1300,Fully Furnished,3 ,2 
"Summer Suites, KLCC",1100000,Freehold,Condominium,1348,Fully Furnished,2 ,2 
"CitiZen, Old Klang Road",500000,Freehold,Condominium,1076,Semi Furnished,4 ,2 
"Sunway Vivaldi, Mont Kiara",2800000,Freehold,Condominium,2507,Fully Furnished,3 + 1,5 
"VERVE Suites, Mont Kiara",1200000,Freehold,Condominium,926,Fully Furnished,2 ,2 
"Sunway Vivaldi, Mont Kiara",3900000,Freehold,Condominium,5740,Fully Furnished,6 + 1,8 
"The Trillium, Sungai Besi",2200000,Leasehold,Shop,5400,Unfurnished,N / A,N / A
"Sunway Vivaldi, Mont Kiara",3000000,Freehold,Condominium,4000,Semi Furnished,4 + 1,5 
"Residensi 22, Mont Kiara",1990000,Freehold,Condominium,1878,Semi Furnished,3 + 1,3 + 1
"Taman Sejahtera, Jinjang",510000,Freehold,Terrace,1100,Semi Furnished,3 ,2 
"Suria Jelatek Residence, Ampang Hilir",588888,Freehold,Condominium,1421,Fully Furnished,3 ,2 
"Stonor 3, KLCC",2200000,Freehold,Condominium,1228,Fully Furnished,3 ,2 
"Menara Alpha, Wangsa Maju",385000,Freehold,Condominium,900,Semi Furnished,3 ,2 
"Vortex Suites & Residences, KLCC",1050000,Freehold,Condominium,777,Fully Furnished,2 + 1,2 
"Taman Desa Jaya, Kepong",570000,Freehold,Terrace,2200,Semi Furnished,4 ,3 
"Sunway SPK Damansara, Kepong",1750000,Freehold,Shop,3000,Semi Furnished,2 ,2 
"SD Apartments, Bandar Sri Damansara",398000,Freehold,Apartment,811,Semi Furnished,3 ,2 
"Bukit OUG Condominium, Bukit Jalil",270000,Freehold,Condominium,791,Semi Furnished,1 ,1 
"Azelia Residence, Bandar Sri Damansara",950000,Freehold,Condominium,1356,Fully Furnished,2 ,2 
"SD10, Bandar Sri Damansara",830000,Freehold,Terrace,2400,Semi Furnished,4 ,3 
"Sky Suites @ KLCC, KLCC",1100000,Freehold,Condominium,795,Fully Furnished,2 + 1,2 
"Embassyview, Ampang Hilir",1730000,Freehold,Condominium,1933,Fully Furnished,3 + 1,4 
"M City, Ampang Hilir",1200000,Freehold,Condominium,1333,Semi Furnished,3 ,2 
"Le Yuan Residence, Kuchai Lama",1000000,Freehold,Condominium,1500,Fully Furnished,3 + 1,2 
"Setia Sky Residences, KLCC",980000,Freehold,Condominium,1055,Fully Furnished,2 ,2 
"Setia Sky Residences, KLCC",1700000,Freehold,Condominium,1400,Fully Furnished,2 ,2 
"Bintang Goldhill, KLCC",1000000,Freehold,Condominium,1492,Fully Furnished,3 ,2 
"Spring Avenue, Kuchai Lama",550000,Freehold,Condominium,986,Semi Furnished,3 ,2 
"Connaught Avenue, Cheras",315000,Freehold,Condominium,950,Semi Furnished,3 ,2 
"Verticas Residensi, Bukit Ceylon",1410000,Freehold,Condominium,2022,Semi Furnished,4 ,4 
"The Park Sky Residence @ Bukit Jalil City, Bukit Jalil",567000,Freehold,Serviced Residence,868,Semi Furnished,2 ,2 
"Plaza Damas, Sri Hartamas",3100000,Freehold,Shop,1518,Semi Furnished,N / A,N / A
"Solaris Dutamas, Dutamas",4200000,Freehold,Shop,1284,Semi Furnished,N / A,N / A
"Solaris Dutamas, Dutamas",2000000,Freehold,Shop,1700,Semi Furnished,N / A,N / A
"Solaris Dutamas, Dutamas",3800000,Freehold,Shop,1248,Semi Furnished,N / A,N / A
"Plaza Damas 3, Sri Hartamas",660000,Freehold,Serviced Residence,600,Fully Furnished,1 ,1 
"Solaris Dutamas, Dutamas",1180000,Freehold,Condominium,1140,Fully Furnished,2 ,2 
"Damansara Heights, Kuala Lumpur",6280000,Freehold,Bungalow,5000,Semi Furnished,5 + 1,5 
"Damansara Heights, Kuala Lumpur",3700000,Freehold,Semi Detached,5000,Semi Furnished,7 + 3,6 
"Jalan Bukit Bintang, Bukit Bintang",155000000,Freehold,Land,113256,Unfurnished,0 ,0 
"Damansara Heights, Kuala Lumpur",7500000,Freehold,Bungalow,3069,Semi Furnished,3 + 1,2 + 1
"Solaris Dutamas, Dutamas",1250000,Freehold,Condominium,1236,Fully Furnished,2 ,2 
"Wangsa 9 Residency, Wangsa Maju",670000,Freehold,Condominium,1000,Fully Furnished,3 ,2 
"Sri Penara, Bandar Sri Permaisuri",230000,Freehold,Apartment,650,Semi Furnished,3 ,1 
"Danau Kota, Setapak",215000,Freehold,Apartment,700,Semi Furnished,3 ,1 
"Bayu Tasik 1, Bandar Sri Permaisuri",395000,Leasehold,Condominium,927,Semi Furnished,3 ,2 
"Royal Regent, Dutamas",532000,Freehold,Condominium,1470,Semi Furnished,3 ,2 
"Mahkota Garden Condominium, Bandar Mahkota Cheras",418000,Freehold,Condominium,1308,Semi Furnished,4 ,3 
"Jalil Damai, Bukit Jalil",430000,Freehold,Apartment,1098,Semi Furnished,3 ,2 
"Section 6, Bandar Mahkota Cheras",650000,Freehold,Terrace,,Unfurnished,6 ,5 
"Section 5, Bandar Mahkota Cheras",700000,Freehold,Terrace,1300,Semi Furnished,4 ,3 
"Suria Residence, Bandar Mahkota Cheras",350000,Freehold,Apartment,1235,Semi Furnished,3 ,2 
"Taman Desa Aman, Cheras",1000000,Freehold,Terrace,1760,Semi Furnished,4 ,3 
"9INE, Batu 9 Cheras",630000,Freehold,Condominium,1121,Unfurnished,3 ,2 
"You Residences @ You City, Batu 9 Cheras",590000,Freehold,Condominium,1276,Semi Furnished,3 ,2 
"216 Residences, Kuchai Lama",472000,Leasehold,Condominium,832,Semi Furnished,3 ,2 
"Taman Kuchai Jaya, Kuchai Lama",425000,Freehold,Condominium,832,Semi Furnished,2 ,2 
"Riveria City, Brickfields",290000,Freehold,So Ho/Studio,250,Fully Furnished,1 ,1 
"The Petalz, Old Klang Road",690000,Freehold,Condominium,935,Fully Furnished,3 ,2 
"SkyLuxe On The Park, Bukit Jalil",1100000,Freehold,Condominium,1162,Semi Furnished,3 ,2 
"Dynasty Garden, Kuchai Lama",489000,Freehold,Condominium,1120,Unfurnished,3 ,2 
"Damai Bestari, Alam Damai",1480000,Freehold,Link,2750,Fully Furnished,4 ,3 
"Royal Regent, Dutamas",700000,Freehold,Condominium,1470,Semi Furnished,4 ,3 
"Taman Sri Kuching, Jalan Ipoh",230000,Freehold,Apartment,750,Semi Furnished,3 ,2 
"Suria KiPark Damansara, Kepong",300000,Freehold,Condominium,984,Semi Furnished,3 ,2 
"First Residence, Kepong",520000,Freehold,Condominium,1074,Semi Furnished,3 ,2 
"Platinum Arena, Old Klang Road",488000,Freehold,Condominium,907,Semi Furnished,3 ,2 
"Jalan Radin Bagus, Sri Petaling",4800000,Freehold,Shop,7680,Unfurnished,N / A,N / A
"Platinum Hill PV8, Setapak",550000,Freehold,Condominium,1600,Semi Furnished,4 ,2 
"Taman Melawati, Kuala Lumpur",2000000,Freehold,Semi Detached,5000,Semi Furnished,6 + 1,4 
"Taman Melawati, Kuala Lumpur",780000,Freehold,Terrace,1800,Unfurnished,3 ,2 
"M City, Ampang Hilir",950000,Freehold,Condominium,1024,Fully Furnished,3 ,2 
"Suria Jelatek Residence, Ampang Hilir",425000,Freehold,Condominium,908,Semi Furnished,3 ,2 
"Jalan Bangsar, Kuala Lumpur",1700000,Leasehold,Terrace,1760,Unfurnished,4 ,3 
"The Riyang, Kuchai Lama",1119000,Freehold,Condominium,1754,Semi Furnished,3 + 1,3 + 1
"Banyan Tree, KLCC",4880000,Freehold,Serviced Residence,2195,Fully Furnished,3 + 1,3 + 2
"Augusta, Putrajaya",2173139,Freehold,Semi Detached,4291,Unfurnished,5 + 1,6 
"Duta Villa, Putrajaya",1560000,Freehold,Terrace,3950,Semi Furnished,6 ,6 
"Happy Garden, Old Klang Road",1900000,Freehold,Semi Detached,2100,Semi Furnished,5 ,3 
"Vista Saujana, Kepong",288000,Freehold,Condominium,989,Semi Furnished,3 ,2 
"SkyAwani 3 Residence, Setapak",300000,Freehold,Condominium,800,Unfurnished,3 ,2 
"Taman Daya, Kepong",175000,Freehold,Condominium,875,Semi Furnished,3 ,2 
"Taman Daya, Kepong",150000,Freehold,Apartment,694,Semi Furnished,3 ,2 
"Taman Jinjang Baru, Jinjang",175000,Leasehold,Apartment,703,Semi Furnished,3 ,2 
"Precinct 15, Putrajaya",2580000,Freehold,Shop,1650,Semi Furnished,N / A,N / A
"One KL, KLCC",2800000,Freehold,Condominium,3285,Semi Furnished,4 ,5 
"Bangsar Baru, Bangsar",6550000,Freehold,Shop,3600,Unfurnished,1 ,1 
"Seringin Residences, Kuchai Lama",955000,Freehold,Condominium,1523,Semi Furnished,4 ,3 
"The Rainz, Bukit Jalil",960000,Freehold,Condominium,1513,Fully Furnished,4 ,3 
"Persiaran Dagang, Bandar Sri Damansara",12990000,Freehold,Land,,Unfurnished,0 ,0 
"Taman Cheras Intan, Batu 9 Cheras",300000,Freehold,Apartment,850,Semi Furnished,3 ,2 
"Idaman Residence, KLCC",1380000,Freehold,Condominium,1683,Fully Furnished,3 + 1,3 
"M Arisa, Sentul",299000,Freehold,Condominium,550,Semi Furnished,1 ,1 
"M Arisa, Sentul",488000,Freehold,Condominium,1025,Semi Furnished,4 ,2 
"DC Residency, Damansara Heights",9007380,Freehold,Condominium,4478,Fully Furnished,4 + 2,5 
"Precinct 9, Putrajaya",650000,Freehold,Terrace,1900,Unfurnished,4 ,3 
"Taman Bukit Permai, Bandar Mahkota Cheras",850000,Freehold,Semi Detached,2400,Fully Furnished,4 ,3 
"The Riyang, Kuchai Lama",980000,Freehold,Condominium,1477,Semi Furnished,3 + 1,3 + 1
"Bayu Tasik 1, Bandar Sri Permaisuri",395000,Freehold,Apartment,927,Semi Furnished,3 ,2 
"Sri Penara, Bandar Sri Permaisuri",250000,Freehold,Apartment,650,Unfurnished,3 ,2 
"Bukit Pantai, Bangsar",7000000,Freehold,Bungalow,6500,Semi Furnished,5 ,6 
"The Avare, KLCC",3400000,Freehold,Serviced Residence,3800,Semi Furnished,4 + 1,4 + 2
"Bennington Residences, Setapak",600000,Freehold,Condominium,1000,Semi Furnished,3 ,2 
"Hamilton Residence, Wangsa Maju",600000,Freehold,Condominium,1000,Semi Furnished,3 ,2 
"Waizuri 1, Wangsa Maju",500000,Freehold,Apartment,1250,Semi Furnished,3 ,2 
"10 Mont Kiara, Mont Kiara",3750000,Freehold,Condominium,4090,Fully Furnished,4 + 1,5 
"Taman United, Old Klang Road",3500000,Freehold,Bungalow,5500,Semi Furnished,5 ,7 
"Banyan Tree, KLCC",3980000,Freehold,Serviced Residence,2195,Semi Furnished,3 + 1,3 + 1
"Teratak Muhibbah Apartment, Taman Desa",220000,Freehold,Apartment,650,Unfurnished,2 ,1 
"The Elements, Ampang Hilir",520000,Freehold,Condominium,705,Fully Furnished,1 ,1 
"Sentul Pasar, Kuala Lumpur",480000,Freehold,Condominium,1050,Unfurnished,4 ,3 
"M Arisa, Sentul",350000,Freehold,Condominium,708,Semi Furnished,2 ,2 
"Anggun Puri, Dutamas",460000,Freehold,Condominium,800,Semi Furnished,2 ,2 
"Bayu Sentul, Sentul",580000,Leasehold,Condominium,1230,Semi Furnished,3 ,2 
"DC Residency, Damansara Heights",1900000,Freehold,Condominium,1184,Semi Furnished,1 + 1,2 
"Mont Kiara Aman, Mont Kiara",1450000,Freehold,Condominium,2160,Fully Furnished,3 + 2,2 
"Four Seasons Place, KLCC",3890000,Freehold,Condominium,1098,Semi Furnished,1 + 1,2 
"Mont Kiara Pines, Mont Kiara",750000,Freehold,Condominium,1268,Fully Furnished,3 ,2 
"Binjai Residency, KLCC",2250000,Freehold,Serviced Residence,2098,Semi Furnished,4 + 1,5 
"The Ara, Bangsar",5600000,Freehold,Bungalow,4187,Semi Furnished,5 + 1,6 
"Mont Kiara Meridin, Mont Kiara",1390000,Freehold,Condominium,2513,Fully Furnished,4 + 1,4 + 1
"Platinum Arena, Old Klang Road",348000,Freehold,Condominium,660,Semi Furnished,2 ,2 
"Bangsar Trade Centre, Pantai",460000,Freehold,So Ho/Studio,501,Unfurnished,1 ,1 
"Taman Setiawangsa, Setiawangsa",980000,Freehold,Terrace,2400,Semi Furnished,4 ,3 
"Infiniti3 Residences, Wangsa Maju",940000,Freehold,Condominium,1518,Fully Furnished,3 ,4 
"Taman Cheras Awana, Cheras",210000,Freehold,Apartment,735,Unfurnished,3 ,2 
"Taman Castlefield, Sungai Besi",470000,Leasehold,Terrace,1100,Semi Furnished,3 + 1,2 
"Seksyen 1 Wangsa Maju, Wangsa Maju",960000,Leasehold,Terrace,2600,Semi Furnished,5 ,3 
"Taman Setiawangsa, Setiawangsa",750000,Freehold,Terrace,1400,Unfurnished,4 ,3 
"Taman Sri Keramat Tengah, Wangsa Maju",560000,Leasehold,Terrace,1650,Unfurnished,3 ,2 
"Kampung Cheras Baru, Cheras",550000,Freehold,Bungalow,1771,Unfurnished,6 ,3 
"Taman Melawati, Kuala Lumpur",2000000,Freehold,Semi Detached,5000,Semi Furnished,7 ,4 
"DC Residency, Damansara Heights",2059759,Freehold,Condominium,1668,Semi Furnished,2 + 1,3 
"Sri Putramas I, Dutamas",430000,Freehold,Condominium,1050,Fully Furnished,3 ,2 
"Taman Pudu Ulu, Cheras",1690000,Freehold,Shop,2500,Unfurnished,N / A,N / A
"Regalia @ Jalan Sultan Ismail, Kuala Lumpur",415000,Freehold,Condominium,500,Fully Furnished,1 ,1 
"Taman Mastiara, Jalan Ipoh",550000,Freehold,Terrace,1500,Semi Furnished,4 ,3 
"Taman Sri Sinar, Segambut",395000,Freehold,Terrace,1000,Semi Furnished,3 ,3 
"Zeta Deskye Residence, Kuala Lumpur",490000,Freehold,Condominium,1032,Semi Furnished,3 ,2 
"Mercury Serviced Apartment @ Sentul Village, Sentul",608000,Freehold,Condominium,1032,Semi Furnished,3 ,2 
"Sentul Rafflesia, Sentul",618000,Leasehold,Condominium,1231,Semi Furnished,4 ,2 
"Maxim Citilights, Sentul",490000,Freehold,Condominium,1260,Semi Furnished,3 ,2 
"SD9, Bandar Sri Damansara",870000,Freehold,Terrace,1500,Semi Furnished,4 ,3 
"The Binjai On The Park, KLCC",8680000,Freehold,Condominium,3218,Fully Furnished,3 + 1,4 
"The Orion, KLCC",900000,Freehold,Condominium,1323,Fully Furnished,4 ,3 
"SkyMeridien, Sentul",358000,Freehold,Condominium,680,Semi Furnished,2 ,2 
"Villa Orkid, Segambut",650000,Freehold,Condominium,1577,Semi Furnished,3 + 1,3 
"Villa Orkid, Segambut",750000,Freehold,Condominium,1893,Semi Furnished,3 + 1,3 
"SkyMeridien, Sentul",420000,Freehold,Condominium,794,Semi Furnished,2 ,2 
"The Binjai On The Park, KLCC",5000000,Freehold,Serviced Residence,2400,Fully Furnished,3 + 1,4 
"Taman Mastiara, Jalan Ipoh",590000,Freehold,Terrace,1000,Semi Furnished,4 ,3 
"SD8, Bandar Sri Damansara",850000,Freehold,Terrace,2400,Semi Furnished,4 ,3 
"Residensi Sefina, Mont Kiara",736000,Freehold,Condominium,1548,Semi Furnished,4 ,3 
"Seri Maya, Setiawangsa",650000,Freehold,Condominium,1300,Fully Furnished,3 ,2 
"Platinum Hill PV8, Setapak",550000,Freehold,Condominium,1600,Semi Furnished,4 ,2 
"Taman Wangsa Melawati, Wangsa Maju",850000,Freehold,Terrace,3000,Semi Furnished,4 ,4 
"Solaris Dutamas, Dutamas",1950000,Freehold,Office,1700,Semi Furnished,N / A,N / A
"Tria Residences @ 9 Seputeh, Old Klang Road",660000,Freehold,Condominium,797,Fully Furnished,2 ,2 
"Tria Residences @ 9 Seputeh, Old Klang Road",1280000,Freehold,Condominium,1733,Semi Furnished,4 + 1,3 
"The Westside Three, Desa ParkCity",1125000,Freehold,Condominium,1250,Semi Furnished,3 ,2 
"The Andes, Bukit Jalil",679000,Freehold,Condominium,1325,Semi Furnished,3 + 1,2 + 1
"The Como, Bukit Jalil",1100000,Freehold,Terrace,2500,Semi Furnished,4 + 1,3 
"The Orion, KLCC",600000,Freehold,Condominium,1267,Fully Furnished,3 ,3 
"One KL, KLCC",4500000,Freehold,Condominium,3294,Unfurnished,3 + 1,4 
"Pavilion Suites, Bukit Bintang",4200000,Freehold,Condominium,1254,Fully Furnished,2 ,2 
"Nadia, Desa ParkCity",1280000,Freehold,Condominium,1572,Semi Furnished,3 ,3 
"Taman Wangsa Permai, Kepong",532000,Leasehold,Terrace,2500,Semi Furnished,5 ,3 
"Country Heights Damansara, Kuala Lumpur",10000000,Freehold,Bungalow,15250,Semi Furnished,7 ,8 
"Taman Melawati, Kuala Lumpur",780000,Freehold,Terrace,1800,Semi Furnished,3 ,2 
"Alpha Villa, Wangsa Maju",390000,Freehold,Apartment,1070,Semi Furnished,3 ,2 
"Bayu Tasik 2, Bandar Sri Permaisuri",395000,Freehold,Condominium,926,Semi Furnished,3 ,2 
"Cengal Condominium, Bandar Sri Permaisuri",389000,Freehold,Condominium,927,Unfurnished,3 ,2 
"Taman Bukit Maluri, Kepong",1500000,Freehold,Terrace,2000,Semi Furnished,4 ,4 
"Kiara Hills, Mont Kiara",6480000,Freehold,Bungalow,7477,Fully Furnished,5 + 1,6 
"Sunway Vivaldi, Mont Kiara",3300000,Freehold,Condominium,4000,Fully Furnished,4 + 1,5 
"Sky Vista Residensi, Cheras",657000,Freehold,Condominium,1700,Semi Furnished,4 ,3 
"Mandy Villa, Segambut",255200,Freehold,Condominium,1007,Semi Furnished,3 ,2 
"Damansara Foresta, Bandar Sri Damansara",690000,Freehold,Condominium,1425,Semi Furnished,3 ,3 
"Damansara Heights, Kuala Lumpur",17400000,Freehold,Land,30000,Unfurnished,1 ,1 
"Sri Bukit Tunku, Kenny Hills",9000000,Freehold,Land,28000,Unfurnished,1 ,1 
"Panorama, KLCC",1500000,Freehold,Condominium,1151,Fully Furnished,2 ,2 
"The Earth Bukit Jalil, Bukit Jalil",3600000,Freehold,Shop,6720,Unfurnished,N / A,N / A
"Panorama, KLCC",880000,Freehold,Condominium,592,Fully Furnished,1 ,1 
"Panorama, KLCC",2350000,Freehold,Condominium,1798,Semi Furnished,3 + 1,3 + 1
"The ERA, Segambut",430888,Freehold,Serviced Residence,646,Semi Furnished,2 ,1 
"Tuan Residency, Jalan Ipoh",398888,Freehold,Condominium,878,Unfurnished,3 ,2 
"Chambers Kuala Lumpur, Chow Kit",388888,Freehold,Serviced Residence,450,Fully Furnished,1 ,1 
"Taman Bukit Permai, Cheras",650000,Freehold,Terrace,2300,Unfurnished,4 ,3 
"Royal Regent, Dutamas",900000,Freehold,Condominium,1800,Semi Furnished,3 ,3 
"Solaris Dutamas, Dutamas",690000,Freehold,Condominium,672,Fully Furnished,1 ,1 
"Millerz Square, Old Klang Road",560000,Freehold,Condominium,680,Fully Furnished,2 ,2 
"Taman Wangsa Melawati, Wangsa Maju",450000,Leasehold,Condominium,1200,Semi Furnished,3 ,2 
"EkoCheras, Cheras",555000,Freehold,Serviced Residence,762,Semi Furnished,1 ,2 
"Zenia, Desa ParkCity",2900000,Freehold,Superlink,3412,Semi Furnished,4 + 1,4 + 2
"Villa Angsana, Jalan Ipoh",430000,Freehold,Condominium,1120,Semi Furnished,3 ,2 
"Arcoris, Mont Kiara",850000,Freehold,Condominium,795,Semi Furnished,1 ,1 
"Icon Residence (Mont Kiara), Dutamas",1250000,Freehold,Condominium,1406,Semi Furnished,2 ,3 
"Kiaramas Cendana, Mont Kiara",1280000,Freehold,Condominium,1650,Semi Furnished,3 ,2 
"Pavilion Hilltop, Mont Kiara",1600000,Freehold,Condominium,1496,Fully Furnished,4 ,3 
"Sentul Rafflesia, Sentul",550000,Leasehold,Condominium,1350,Semi Furnished,4 ,3 
"Sunway Vivaldi, Mont Kiara",4000000,Freehold,Condominium,3983,Fully Furnished,4 + 1,5 
"Hamilton Residence, Wangsa Maju",500000,Freehold,Condominium,900,Semi Furnished,3 ,2 
"Tropicana The Residences, KLCC",1880000,Freehold,Serviced Residence,710,Fully Furnished,1 ,1 
"OUG Parklane, Old Klang Road",350000,Freehold,Condominium,950,Semi Furnished,3 ,2 
"Seri Maya, Setiawangsa",630000,Freehold,Condominium,1378,Fully Furnished,3 ,2 
"Taman Sri Sinar, Segambut",425000,Freehold,Terrace,861,Semi Furnished,3 ,2 
"M City, Ampang Hilir",950000,Freehold,Serviced Residence,1024,Fully Furnished,3 ,2 
"Putra Suria Residence, Bandar Sri Permaisuri",265000,Freehold,Apartment,748,Unfurnished,3 ,2 
"Kiaramas Cendana, Mont Kiara",1550000,Freehold,Condominium,2465,Fully Furnished,4 + 1,4 
"Suria Jelatek Residence, Ampang Hilir",425000,Freehold,Condominium,908,Semi Furnished,3 ,2 
"Miharja Condominium, Cheras",345000,Freehold,Condominium,959,Semi Furnished,3 ,2 
"Alam Desa, Putrajaya",900000,Freehold,Condominium,2002,Unfurnished,4 ,3 
"Puncak Setiawangsa, Wangsa Maju",899000,Freehold,Terrace,1646,Fully Furnished,4 ,3 
"Villa Orkid, Segambut",645000,Freehold,Condominium,1643,Semi Furnished,4 ,4 
"Taman Setiawangsa, Setiawangsa",2300000,Freehold,Bungalow,3000,Semi Furnished,4 ,5 
"Bennington Residences, Setapak",950000,Freehold,Condominium,1700,Fully Furnished,4 ,4 
"Shaftsbury Putrajaya, Putrajaya",500000,Freehold,Serviced Residence,686,Fully Furnished,2 ,1 
"Bayu Tasik 1, Bandar Sri Permaisuri",370000,Freehold,Apartment,927,Semi Furnished,3 ,2 
"Dua Menjalara, Bandar Menjalara",760000,Freehold,Condominium,1358,Fully Furnished,3 ,2 
"Hampshire Place, KLCC",1400000,Freehold,Condominium,1400,Fully Furnished,2 ,2 
"The Treez, Bukit Jalil",1050000,Freehold,Condominium,1420,Fully Furnished,3 + 1,4 
"The Treez, Bukit Jalil",1350000,Freehold,Condominium,10400,Semi Furnished,3 + 1,4 
"Duta Park Residences, Jalan Ipoh",670000,Freehold,Condominium,957,Semi Furnished,3 ,2 
"Taman Menjalara, Bandar Menjalara",560000,Freehold,Terrace,880,Fully Furnished,3 ,2 
"Taman Bukit Permai, Cheras",650000,Freehold,Terrace,2300,Semi Furnished,4 ,3 
"Amadesa, Desa Petaling",330000,Freehold,Condominium,730,Semi Furnished,2 ,2 
"Mutiara Villa, Bukit Ceylon",710000,Freehold,Condominium,1153,Fully Furnished,2 ,2 
"Heritage, Setapak",390000,Freehold,Condominium,1200,Semi Furnished,3 ,2 
"Menara Avenue, KLCC",1150000,Freehold,Condominium,2372,Fully Furnished,2 ,2 
"St Mary Residences, KLCC",3000000,Freehold,Condominium,2269,Semi Furnished,3 + 1,4 + 1
"The Troika, KLCC",2690000,Freehold,Condominium,1646,Semi Furnished,2 ,3 
